,Series Name,Country Name,CountryCode,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
89,GDP (current US$),Indonesia,IDN,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868618224.017,364570514304.85,432216737774.861,510228634992.258,539580085612.401,755094160363.071,892969107923.094,917869910105.749,912524136718.018,890814755233.225,860854235065.079,931877364177.742
90,GDP (current US$),"Iran, Islamic Rep.",IRN,109591707802.233,126878750295.962,128626917503.72,153544751395.43,190043433964.841,226452138291.542,266298911661.144,349881601458.56,406070949553.875,414059094949.063,487069570463.768,583500357530.414,598853401276.101,467414852231.299,434474616831.914,385874474398.59,418976679728.567
91,GDP (current US$),Iraq,IRQ,..,..,..,..,36627901762.063,49954890353.2609,65140293687.5395,88840050497.0957,131613661510.475,111660855042.735,138516722649.573,185749664444.444,218000986222.639,234637674957.118,234648370497.427,177498577312.923,174878976033.941
92,GDP (current US$),Ireland,IRL,99852958356.3663,109135253959.732,127949875023.527,164284690067.72,193870692699.28,211649034697.177,232083467569.941,269917943471.12,275038896001.172,236316405946.096,222148757313.006,237472361872.56,224999484104.853,238543538776.684,258471885130.304,291499812103.645,300523297712.96
93,GDP (current US$),Isle of Man,IMN,1563667799.61578,1659131243.73837,1947332921.74718,2328658227.8481,2822358473.16983,3032400000,3422651333.94664,4466100440.17607,5928601102.94118,5487083657.89064,5920177688.50433,6566098381.6696,6433357030.0158,6754330154.76004,7428280401.5139,6792417112.29947,6592627599.24386
94,GDP (current US$),Israel,ISR,132343042748.878,130756336685.926,121123828591.329,126965980061.922,135477431994.645,142528909909.308,154034316643.476,178959188651.688,216105164966.555,207468170892.353,233995676194.679,261468634231.2,257180147032.142,292636164000.637,309558454718.866,299813121212.641,318950599017.506
95,GDP (current US$),Italy,ITA,1143829832319.88,1167012796420.58,1270712309429.7,1574145823927.77,1803226967966.23,1857524312896.41,1947919708944.93,2210292636189.43,2398856598798.89,2191241872742.43,2134017843247.16,2291991045770.29,2087077032435.15,2141315327318.21,2159133919743.77,1835899237320.04,1875579883543.09
96,GDP (current US$),Jamaica,JAM,8985352831.94058,9178016493.05556,9694169756.90153,9399447609.1835,10150978154.5484,11204416000,11901911987.8604,12827809965.2375,13680482786.9977,12067478477.5714,13220556882.7046,14444655299.8772,14807086889.2099,14262589157.7413,13897804560.3487,14187696311.3556,14075894320.3166
97,GDP (current US$),Japan,JPN,4887519660744.86,4303544259842.72,4115116279069.77,4445658071221.86,4815148854362.11,4755410630912.14,4530377224970.4,4515264514430.57,5037908465114.48,5231382674593.7,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4389475622588.97,4926667087367.51
98,GDP (current US$),Jordan,JOR,8579280677.00987,9101452750.35261,9716868829.3371,10338730606.488,11571424541.6079,12765218617.7715,15268053596.615,17350521861.7772,22279907002.959,24154000000,26795901408.4507,29244647887.324,31371056338.0282,34064873239.4366,36329267605.6338,38043450704.2253,39196676056.338
99,GDP (current US$),Kazakhstan,KAZ,18291990619.137,22152694161.8882,24636593223.3467,30833699702.7594,43151647002.6096,57123671733.8953,81003884545.4098,104849886825.584,133441612246.798,115308661142.927,148047348240.643,192626507971.584,207998568865.789,236634552078.102,221415572819.5,184388432148.715,137278320084.171
100,GDP (current US$),Kenya,KEN,12705357103.0056,12986007425.8781,13147743910.7241,14904517649.8476,16095337093.8366,18737897744.7948,25825524820.8064,31958195182.2406,35895153327.8497,37021512048.8158,40000088346.8041,41953433591.4101,50412754861.0191,55096728047.9408,61448046801.6041,64007750178.5014,69188755511.0911
101,GDP (current US$),Kiribati,KIR,67254174.3970315,63101272.3699183,72196457.6768445,90231856.8000519,102367039.270481,112133944.253532,110234939.759036,132671742.950381,141042610.300285,132420059.273124,156120895.248578,181705002.578649,190243321.598675,185113921.606488,179703443.302686,171117872.436331,178328873.030033
102,GDP (current US$),"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
103,GDP (current US$),"Korea, Rep.",KOR,561633125839.994,533052076313.527,609020054512.465,680520724062.403,764880644710.649,898137194716.188,1011797457138.5,1122679154632.41,1002219052967.54,901934953364.711,1094499338702.72,1202463682633.85,1222807284485.31,1305604981271.91,1411333926201.24,1382764027113.82,1414804158515.26
104,GDP (current US$),Kosovo,XKX,1849196082.05507,2535333631.88536,2406270658.23024,2790455727.69422,3556757428.82009,3663101604.27807,3846819721.4904,4655899260.88147,5687361945.21752,5653823284.24562,5830415894.03973,6692431192.66055,6499759732.75087,7071982209.24057,7386883375.34828,6440067649.99446,6714726769.9115
105,GDP (current US$),Kuwait,KWT,37712842242.5033,34887512226.9319,38137545245.1464,47876510067.1141,59439090600.6108,80798630136.9863,101548931771.192,114639690358.902,147395089285.714,105963168867.269,115419050942.08,154027536231.884,174070025008.932,174161495063.47,162631763879.129,114567298105.683,109420059582.92
106,GDP (current US$),Kyrgyz Republic,KGZ,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460248026.17783,2834168889.42019,3802566170.81543,5139957784.91084,4690062255.12247,4794357795.07139,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6678178340.45121,6813092065.83507
107,GDP (current US$),Lao PDR,LAO,1731198022.45494,1768619058.34647,1758176653.07746,2023324407.30316,2366398119.8821,2735558726.25625,3452882514.00166,4222962987.53859,5443915120.50795,5832915387.08908,7127792629.58294,8749241114.18913,10191350119.6808,11942230508.334,13268458231.9284,14390442307.3996,15805692545.8723
108,GDP (current US$),Latvia,LVA,7934206257.24218,8334748153.1229,9529948840.38199,11731703357.5206,14355307662.287,16909366521.4686,21436812139.4532,30897981124.3332,35657998830.5803,26250900750.6255,23796118300.8371,28246551197.1364,28170812351.7896,30276485435.7497,31382780146.4181,27090019662.7977,27734140217.3664
109,GDP (current US$),Lebanon,LBN,17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,21145518599.8673,21489962079.602,22048664306.2023,24873482491.675,29227542759.602,35477299023.8806,38419626533.9967,40075674295.1907,44230727694.859,46866579767.8275,48296099502.4876,49973893200.6633,51239050082.9187
110,GDP (current US$),Lesotho,LSO,887295267.875155,825706961.238689,775780697.676625,1157832934.55127,1511236655.52047,1682350934.85132,1800105589.60349,1716262753.00196,1758534994.91599,1773199523.2307,2394600945.38102,2792049477.26553,2677545056.01559,2533992455.33308,2608269551.8008,2289799039.79675,2314323471.3948
111,GDP (current US$),Liberia,LBR,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000
112,GDP (current US$),Libya,LBY,38270206950.41,34110064452.1567,20481889763.7795,26265625000,33122307692.3077,47334148578.4164,54961936662.6066,67516236337.7158,87140405361.2292,63028320702.0343,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26197143268.1243
113,GDP (current US$),Liechtenstein,LIE,2483953102.79488,2491822706.80256,2688630822.53304,3070691319.52179,3454362685.96703,3659251525.8593,4000239272.61126,4601299566.81106,5081432924.0144,4504549214.22663,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6214633651.30911
114,GDP (current US$),Lithuania,LTU,11539211480.3625,12252498921.0186,14278357283.7419,18802576988.1557,22649930576.2543,26125575942.2814,30216060233.4044,39738180076.6283,47850551148.8365,37440673477.8982,37024718364.5516,43419061504.4429,42826586829.8189,46450990764.2532,48485169331.368,41392396557.6337,43021972484.8299
115,GDP (current US$),Luxembourg,LUX,21263514833.2412,21272418791.9463,23616328816.1114,29557325056.4334,34685281847.5292,37347394602.6614,42414308116.9239,50888134410.0739,55849686538.7432,51370543206.4462,53212476812.2957,60004630234.4135,56677961787.0717,61739352212.3049,66103853236.7572,57744457954.7297,60691483443.1221
116,GDP (current US$),"Macao SAR, China",MAC,6720492405.83611,6811227982.82193,7322677820.10108,8195033162.12038,10585624890.9277,12092222041.9168,14789661809.1834,18340447242.9971,20917444919.6394,21475520709.3922,28123640998.7253,36709860068.3445,43031577366.4251,51552075901.5183,55347998647.8196,45361678146.5247,45387299721.0792
117,GDP (current US$),North Macedonia,MKD,3772851420.24763,3709637829.94866,4018365247.44444,4946292774.79046,5682719260.0763,6258600713.82627,6861222331.96317,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184
118,GDP (current US$),Madagascar,MDG,3877673539.09084,4529575347.56805,4397254607.61164,5474030080.24451,4363934494.37405,5039293030.82367,5515884348.54904,8524620739.24074,10725137930.8286,9616879571.46431,9982711338.11813,11551819617.6271,11578974887.9562,12423555269.3893,12522957228.1764,11323020828.5758,11848613735.1933
119,GDP (current US$),Malawi,MWI,1743506531.32652,1716502862.2954,3495748397.63025,3208837077.25069,3476094498.87517,3655909664.1423,3998020176.67364,4432937045.79897,5321012192.33619,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747
120,GDP (current US$),Malaysia,MYS,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534102611.497,162691238209.476,193547824063.3,230813897715.69,202257625195.063,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354756113.174,301255454041.415
121,GDP (current US$),Maldives,MDV,624337145.284622,870179738.562091,897031250,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875,2588176054.6875,2774351760.03287,2886170571.69634,3295011381.75405,3697351596.83753,4109424799.72407,4379136461.83077
122,GDP (current US$),Mali,MLI,2954129565.82965,3465305993.47783,3889758023.73699,4703504466.53245,5444474268.42491,6245031690.06808,6899799785.8441,8145694631.88354,9750822511.47988,10181021770.4326,10678749467.4697,12978107560.5982,12442747897.2223,13246412031.4145,14345831014.6335,13099497220.4728,14010787737.8424
123,GDP (current US$),Malta,MLT,4306192435.82207,4331870647.71535,4689832689.83269,5456583589.39342,6062780269.0583,6394851386.64345,6757119558.3992,7880509170.54476,8977149553.24447,8528202278.41067,8749171417.20801,9510019134.82894,9209873465.50645,10154463059.2461,11303729347.0846,10715545898.6342,11452895366.67
124,GDP (current US$),Marshall Islands,MHL,115347500,122824000,131738200,131398500,133806400,141922500,145474100,153884600,153135800,151772600,162164700,174332100,182874800,187707400,184689500,184599600,200558400
125,GDP (current US$),Mauritania,MRT,1293654176.88438,1295539954.38702,1324427093.64501,1563074858.38117,1833444739.62264,2184447591.21449,3040716679.07669,3356753170.11296,4031053345.25594,3662279342.59775,4337794152.82681,5166346516.40948,5231255478.38986,5639818811.90095,5391555433.76476,4828858024.69136,4679346590.90909
126,GDP (current US$),Mauritius,MUS,4663313620.01707,4613630622.77501,4841310239.63687,5816553826.85519,6578844486.06288,6488750452.60067,7028803365.70151,8150138757.15741,9990370016.30771,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727
127,GDP (current US$),Mexico,MEX,707906744574.644,756706300589.791,772106378935.377,729336319677.449,782240601984.76,877476221382.101,975387131716.089,1052696282278.88,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1314563967425.24,1170564619927.69,1077903618176.07
128,GDP (current US$),"Micronesia, Fed. Sts.",FSM,233271799.45728,240970948.953606,242517241.237159,245432897.19701,240236020.570249,250281881.170157,253541864.150944,256787150.874101,263145104.610435,280284568.061757,296944122.022674,311301557.087302,327248654.764484,317214350.095235,319271156.353297,316489947.494367,332265162.497548
129,GDP (current US$),Moldova,MDA,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988348836.471,3408244549.19999,4401189466.14058,6054849884.52656,5439422031.39627,6974960426.21652,8414360571.10729,8709165249.26928,9496684621.98494,9510219299.49557,7745231660.33425,8071480540.86068
130,GDP (current US$),Monaco,MCO,2647883815.57966,2671424966.44295,2905840862.03651,3589126975.1693,4110169853.48895,4203084193.50827,4582988332.70606,5867916780.72817,6476490405.74191,5451653237.01028,5362649006.62252,6080344731.72088,5743029680.07195,6553372278.27934,7060236168.2367,6258844405.01275,6468694690.26549
131,GDP (current US$),Mongolia,MNG,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471532.01083,3414055566.1138,4234999823.30839,5623216448.86851,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11186734674.3847
132,GDP (current US$),Montenegro,MNE,984297589.359934,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680710375.03422,4545674527.61096,4159328980.2723,4139192052.98013,4538199888.79622,4087725812.66864,4464261816.25066,4587928884.17142,4052913385.82677,4374128318.58407
133,GDP (current US$),Morocco,MAR,38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024
134,GDP (current US$),Mozambique,MOZ,5553894130.24062,5311092495.99103,5623299277.81063,6254047514.32788,7589038159.89336,8512116725.20706,9149485071.33634,10423424155.2923,12574681497.5762,11899763735.4052,11087646867.9421,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791
135,GDP (current US$),Myanmar,MMR,8905066163.58643,6477790688.22844,6777632512.0781,10467109977.6717,10567354056.4049,11986972418.5103,14502553709.8303,20182477480.5512,31862554101.9378,36906181380.8127,49540813342.4834,59977326085.9908,59937797559.3295,60269734044.526,65446199787.8425,59687410896.5734,63256184700.2223
136,GDP (current US$),Namibia,NAM,3833993702.98856,3476452446.22032,3275669889.09655,4811994024.87871,6480441754.26103,7121391945.65439,7835043624.01241,8740865600.24981,8486721916.9128,8876191120.76189,11282192605.0374,12409629835.6998,13016272898.9038,12717790504.5002,12786078008.2376,11650656642.2655,11286139080.0065
137,GDP (current US$),Nauru,NRU,..,..,..,..,..,..,..,20439158.4236144,39291316.0250671,44294212.9288765,49235796.7057166,72680074.9285221,103833367.704681,108634964.604494,117009639.217846,99966636.1594143,102052700.538652
138,GDP (current US$),Nepal,NPL,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.46706,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,20002968837.9471,21410840908.5198,21185922407.5922
139,GDP (current US$),Netherlands,NLD,416442786069.652,431213422818.792,471613965744.401,578792325056.433,657171591755.649,685092650167.89,733340860619.747,847481522036.682,947997656364.435,868077243678.8,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567
140,GDP (current US$),New Caledonia,NCL,2682347064.3642,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
141,GDP (current US$),New Zealand,NZL,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111608845081.383,137316087308.003,133280382371.547,121338622025.111,146583831538.331,168461998741.295,176193696737.934,190784384693.441,200834001603.85,177208110322.704,187854022728.459
142,GDP (current US$),Nicaragua,NIC,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6763688104.72396,7423367753.47589,8496998229.39412,8298729073.96937,8758639096.47693,9774351930.71802,10532006608.1447,10982938825.6994,11880395548.3476,12756706583.3113,13286048705.496
143,GDP (current US$),Niger,NER,1798374468.36362,1945327564.65042,2170481508.86916,2731416346.48158,3052898739.4678,3405134831.8505,3646728060.06463,4291363390.91295,5379299887.69673,5373097440.5653,5718664504.91341,6409184724.22579,6942258305.19085,7667952566.39139,8229731383.75656,7217667780.59665,7528285443.60769
144,GDP (current US$),Nigeria,NGA,69448756932.5833,74030364472.0506,95385819320.5737,104911947834.122,136385979322.437,176134087150.341,236103982431.635,275625684968.615,337035512676.935,291880204327.419,363359886203.409,410334579160.752,459376049763.999,514966287334.277,568498937615.656,494583180777.103,404649527537.753
145,GDP (current US$),Northern Mariana Islands,MNP,..,..,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000,751000000,782000000,845000000,931000000,1250000000
146,GDP (current US$),Norway,NOR,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,462250000000,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143
147,GDP (current US$),Oman,OMN,19507412223.6671,19452015604.6814,20142782834.8505,21633810143.0429,24763589076.723,31081924577.3732,37215864759.4278,42085305591.6775,60905331599.4798,48388296488.9467,58642392717.8153,67937581274.3823,76689206762.0286,78784395318.5956,81076723016.9051,68921456436.9311,65941482444.7334
148,GDP (current US$),Pakistan,PAK,73952374969.7995,72309738921.3329,72306820396.2325,83244801092.7096,97977766197.6724,109502102510.883,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177165635077.065,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,278654637737.69
149,GDP (current US$),Palau,PLW,146113700,156737100,163026600,153761900,164886100,184468800,189028900,194630300,198024400,183369300,183498800,193143900,211103300,223388400,243147000,280376100,300125600
150,GDP (current US$),Panama,PAN,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57957600000
151,GDP (current US$),Papua New Guinea,PNG,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8355006711.25024,9545177004.87155,11670840924.1395,11619637815.9806,14250755221.5077,17984910495.726,21295659249.2443,21261432774.5023,23210682536.8359,21723531182.1369,20759069104.55
152,GDP (current US$),Paraguay,PRY,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856270473.153,24578067861.3998,22341754513.9643,27215968615.5548,33715524703.9288,33283228891.0923,38585317742.981,40276532540.8812,36164068797.2511,36054281572.3981
153,GDP (current US$),Peru,PER,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.606,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887
154,GDP (current US$),Philippines,PHL,81026300310.0109,76262072467.3776,81357605641.8544,83908206647.9347,91371242495.0794,103071582125.968,122210716311.048,149359918059.998,174195136253.393,168334601260.075,199590775190.258,224143083706.777,250092092998.143,271836123723.678,284584522898.872,292774099013.687,304897590205.413
155,GDP (current US$),Poland,POL,171885598582.637,190521263343.023,198680637254.902,217513049291.61,255102252843.395,306125173852.573,344748646558.391,429063549983.742,533815789473.684,439796160379.475,479321460551.189,528832185770.217,500360816827.883,524234322596.975,545389126644.476,477576866958.483,472028000405.803
156,GDP (current US$),Portugal,PRT,118310710337.203,121498889485.459,134156091661.961,164862142212.19,189034502110.752,197180330804.626,208581694893.991,240190803449.22,262344779551.78,243701635176.438,237880908317.652,244797226567.109,216236608773.976,226369502104.236,229596170846.995,199313894327.486,206286022781.894
157,GDP (current US$),Puerto Rico,PRI,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000
158,GDP (current US$),Qatar,QAT,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1428,79712087912.0879,115270054945.055,97798351648.3516,125122306346.154,167775274725.275,186833516483.516,198727747252.747,206224725274.725,161739835164.835,151732142857.143
159,GDP (current US$),Romania,ROU,37253259016.9976,40394824679.1232,46066101951.2933,57806506024.0964,74972669056.5922,98452791982.7024,122022997508.01,174585202805.233,214313628965.024,174103695930.213,166225180150.414,183443154234.731,171196268957.961,190949066979.176,199626806401.529,177893451831.141,188494136775.719
160,GDP (current US$),Russian Federation,RUS,259710142196.943,306602070620.5,345470494417.863,430347770731.787,591016690742.798,764017107992.392,989930542278.695,1299705764823.62,1660846387624.78,1222644282201.86,1524917468442.01,2051661732059.78,2210256976945.38,2297128039058.21,2059984158438.46,1363594369577.82,1282723881134.01
161,GDP (current US$),Rwanda,RWA,1734938652.21165,1674685248.19528,1677552332.39623,1846198770.58709,2088961968.93579,2581313485.68523,3194248865.75436,3875655218.43662,4924731465.94296,5450464409.08754,5849863212.53084,6646901207.96626,7428848122.01823,7621924854.16834,8016593394.23229,8277614580.58676,8475622319.014
162,GDP (current US$),Samoa,WSM,269019710.327456,273088357.1637,288078881.433056,338838639.378435,420320176.359437,465568018.300557,505832439.822977,570469196.667431,619260721.579306,584706020.213857,663161528.405016,737401684.079882,760549577.698957,770021643.562694,756919933.524059,788307314.850856,799376439.999273
163,GDP (current US$),San Marino,SMR,1101897917.81832,1160626398.21029,1253529079.61604,1600451467.26862,1877328035.75863,1958711603.03445,2092585622.88295,2488365726.79989,2752307016.25897,2363156432.34232,2139072847.68212,2054489852.65499,1800077091.09598,1865374402.54912,1788510017.24824,1523012088.2777,1564380530.97345
164,GDP (current US$),Sao Tome and Principe,STP,..,75951127.727338,85171074.2134329,102085766.467304,114582285.797721,136450661.34421,142775106.811733,149146923.104274,188021168.841818,187821029.03052,197454052.146072,233213521.691189,252560556.021848,302925488.131749,348941656.435664,318265835.263324,347545391.785
165,GDP (current US$),Saudi Arabia,SAU,189514926213.333,184137469733.333,189605920240,215807655253.333,258742133333.333,328459608764.111,376900133511.348,415964509673.115,519796800000,429097866666.667,528207200000,671238840106.667,735974843360,746647127413.333,756350347333.334,654269902880,644935541440
166,GDP (current US$),Senegal,SEN,5924239700.81588,6174898370.14018,6752510282.95744,8683229268.11979,10167441854.4694,11022821631.8674,11847848224.8947,14285970085.1384,16949789464.5284,16248212852.2153,16215069255.5883,17878780184.8872,17825417949.4095,18960182371.4679,19770840285.9946,17767704596.9267,19027392875.8489
167,GDP (current US$),Serbia,SRB,6540247190.33529,12267175481.2542,16116843146.4806,21188704081.2428,24861483280.6339,27683225959.2468,32482070360.3204,43170990616.4729,52194221468.5007,45162894380.9318,41819468691.8251,49258136128.9672,43309252921.0567,48394239474.6762,47062206677.6539,39628550868.7509,40630392018.541
168,GDP (current US$),Seychelles,SYC,614879764.780006,622262057.191635,697518248.175182,705704816.042365,839319927.272727,919103254.545455,1016418229.25159,1033561654.0568,967199593.960157,847397850.094417,969936525.298729,1065826669.89742,1060226125.62616,1328157608.83087,1343007845.04468,1377495054.04127,1427524565.30226
169,GDP (current US$),Sierra Leone,SLE,635874002.198748,1090467712.30773,1253340519.53311,1385810072.19217,1448536630.88143,1650494366.99875,1885112201.85278,2158496872.85796,2505458705.03338,2453899846.88317,2578026297.15912,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956
170,GDP (current US$),Singapore,SGP,96074477958.2366,89794943349.8912,92537752708.5893,97645448283.7791,115035498757.543,127807618360.971,148630373214.173,180941941477.009,193611986712.842,194152286008.938,239809387605.427,279351168707.267,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318068476293.883
171,GDP (current US$),Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
172,GDP (current US$),Slovak Republic,SVK,29169953012.7142,30752150335.5705,35130340673.8189,46816589164.7856,57332015147.7527,62785305310.2848,70708098105.6329,86454081576.7862,100469509301.304,89046289247.0131,90183986821.6439,98997521242.3941,94416582465.2848,98723944143.6938,101171217100.824,88457167724.277,89640741266.0295
173,GDP (current US$),Slovenia,SVN,20289627636.6767,20876309575.5183,23489889975.0623,29634713062.594,34414784504.2352,36206396343.7383,39481044912.8089,48006373117.9852,55552508715.3948,50368056543.4843,48161250935.0166,51516367349.8866,46580457470.2769,48401896409.9842,49930685013.4603,43090173061.9713,44651537259.9731
174,GDP (current US$),Solomon Islands,SLB,435103853.485036,400463452.065176,341661643.551446,332738245.913215,375111894.932329,413909879.281265,456705433.996978,516074228.959749,608229326.656255,597765363.128492,681151193.502387,932725583.343148,1063879445.83424,1129787198.20326,1172268300.95047,1154650068.85921,1230459709.77114
175,GDP (current US$),Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,3892402684.75612,3963532308.99597,4048860871.41323,4198485403.87919
176,GDP (current US$),South Africa,ZAF,136361298082.061,121514658737.165,115482368343.658,175256916996.047,228590027400.653,257772710832.953,271638484826.109,299415505152.298,286769839732.726,295936485832.635,375349442837.24,416418874936.304,396332702639.496,366829390478.954,350904575292.317,317620522794.827,296357282715.109
177,GDP (current US$),South Sudan,SSD,..,..,..,..,..,..,..,..,14586253365.7704,12231264525.0671,14602072425.3919,14907308933.929,11931472172.5786,18426469030.2078,13962212837.4671,11997800751.0613,..
178,GDP (current US$),Spain,ESP,596877648793.072,627286800894.855,705394315829.098,905492099322.799,1067093369754.16,1153285660987.44,1259343871534.31,1472131125102.66,1625224842536.99,1485583495415.39,1420722034063,1478772824224.03,1324820091194.67,1354757433212.72,1369398844599.58,1195119269971.52,1232076017361.53
179,GDP (current US$),Sri Lanka,LKA,16330814179.9766,15749753804.8344,16536535647.0834,18881765437.2151,20662525941.2986,24405791044.7761,28279814924.5918,32350248410.8216,40713812309.7316,42066217871.5349,56725749221.9043,65292753005.4664,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356
180,GDP (current US$),St. Kitts and Nevis,KNA,433520483.446409,475443702.962222,497328958.588218,486344344.344344,529250444.444444,577730925.925926,657227370.37037,723938703.703704,793368444.444444,767066407.407407,760170370.37037,817759259.259259,800414814.814815,839774074.074074,916566666.666667,923155555.555555,971166666.666667
181,GDP (current US$),St. Lucia,LCA,834327296.296296,798333814.814815,805069148.148148,883314333.333333,954317407.407407,1015934666.66667,1134567222.22222,1279428222.22222,1286720333.33333,1278745518.51852,1399203481.48148,1444269666.66667,1440016851.85185,1483814333.33333,1559072148.14815,1659110888.88889,1701596814.81481
182,GDP (current US$),St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
183,GDP (current US$),St. Vincent and the Grenadines,VCT,396261370.37037,430039296.296296,461883444.444444,481806296.296296,521975111.111111,550728666.666667,610930037.037037,684446259.259259,695428851.851852,674922481.481482,681225962.962963,676129407.407407,692933740.740741,721207407.407407,727714814.814815,755400000,774429629.62963
184,GDP (current US$),Sudan,SDN,12257418326.0734,13182979783.533,14803189092.7044,17646503525.1743,21457470202.7839,26524538565.7403,35822408611.5588,45898948564.0593,54526580231.5568,53150209167.934,65634109236.7736,67327289319.733,68125631150.2939,72065940085.7719,82151588418.8325,96741742021.6738,95558220776.921
185,GDP (current US$),Suriname,SUR,947671969.69697,834279357.798165,1093574468.08511,1274190311.41869,1484092538.40527,1793388732.29125,2626380435.17877,2936612021.85792,3532969034.60838,3875409836.06557,4368398047.64333,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,4787367928.11777,3166040522.7499
186,GDP (current US$),Eswatini,SWZ,1738100848.09721,1542477354.99355,1432228172.702,2197612760.58535,2770082815.20915,3178126547.9298,3291353812.85535,3469363931.16431,3294093359.62088,3580417156.54024,4438778553.63533,4820499498.18209,4886658800.24361,4597702897.95031,4422304976.52658,4073390988.34931,3840677844.57852
