Country Name,Country Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,0.12558024691358,0.18665729537366602,0.27860453216374303,0.36718165042385104,0.41166994374041,0.46857331154684106,0.550588789448893,0.574899341142021,0.665110683349374,0.8369878822850549,1.05962057142857,1.12229535194252,1.28646109935219,1.57787676696991,1.91127396644697,1.76138362099581,1.71767813367644,1.8644723860970902,1.722684929707,1.81785038354491,1.8558343508343498,1.62115406861355,1.69133306939653,1.8080118128385398,2.01618654194327,
Botswana,BWA,0.00962451144611949,0.012695749440715902,0.016525809387595902,0.0244129088027662,0.0306033848417954,0.035517241379310296,0.0372010119595216,0.0451603325415677,0.0590376720598889,0.0819877300613497,0.10609238291302099,0.10738615991394801,0.101490725454016,0.11722581821496901,0.12407963647566199,0.11147640071481099,0.13926347719653,0.196527488236345,0.26445368041124395,0.308380068489751,0.379056705186778,0.394279283735655,0.41465137223301896,0.41600862531468,0.42593309990315104,0.47306110670225804,0.48477528427892397,0.502021474745261,0.4790458837170779,0.548425741717845,0.578832960915755,0.548960829966445,0.543885710673536,0.751158217337724,0.89574677065354,0.993113494051346,1.01269405133125,1.09390533654786,1.0945070441928302,1.02671331777334,1.27866543658738,1.5351972229534099,1.60671551870375,1.49017507649811,1.62507502590212,1.44206042057459,1.56463168183319,1.74055386183969,1.86160189034434,
Brazil,BRA,4.23276000982412,4.92044567004516,5.85390087863684,7.927905773082901,10.513600752876,12.370937656789,15.2678020452829,17.617128431176102,20.080089187016398,22.496948883518105,23.5024598983261,26.3561088977129,28.1682304161041,20.330451549079502,20.9023912696839,22.294279043529897,26.8137224729722,29.408411239265998,33.0397381998489,42.559531,46.1951782,60.286,40.059925,43.7798577639752,55.81119974972629,76.93053861828491,85.0426432991742,88.3199625324675,86.3723411632917,59.9388579985673,65.5420645476906,55.93722760819661,50.7962487700024,55.8319920831979,66.9316654017094,89.1630177251068,110.764028961523,139.708434995635,169.58245659832,166.701978358508,220.887164620282,261.62009803921603,246.51886744150298,247.280645610129,245.599405014875,180.221437374132,179.627543708799,205.35949739926102,186.862608790848,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,0.0179080099307461,0.0197523179241883,0.027081855582352102,0.0433092003579273,0.107357708564159,0.11683043056551301,0.142306135664562,0.173272116094122,0.194160070360598,0.280378000551826,0.49288249579675,0.436621384957637,0.42642523364485996,0.384472314245149,0.37825230884628,0.35236125630653203,0.23585928171213397,0.275446343779677,0.26907175511826703,0.29854679792852395,0.35205517241379297,0.370166705255846,0.418354818907305,0.410570615175145,0.408733795993191,0.47340200366868895,0.5115602836879429,0.519733297413793,0.40511472275334603,0.46,0.60011533062645,0.560109058436122,0.584332910756171,0.655733308460567,0.7872333215004141,0.9531402847873109,1.14707030020769,1.22476942472298,1.43930990685859,1.0732366286264299,1.37073707370737,1.85253199777407,1.90484955185659,1.80938299232737,1.70983425414365,1.29303949378137,1.1400854267718799,1.21281048591498,1.35673511750315,
Bulgaria,BGR,,,,,,,,,,,1.98392307692308,1.987,1.9342,1.65636666666667,1.75949444444444,1.7155421052631599,2.0249294117647096,2.8101,2.25559411764706,2.19884444444444,2.06320909090909,1.09435483870968,1.03505154639175,1.08297101449275,0.969741697416974,1.88675595238095,1.2184935356942102,1.12115464653071,1.49421722335833,1.3531969309462901,1.31530165308718,1.40756167894905,1.62764564275397,2.09826859814163,2.5957970922481097,2.96366177498253,3.41301224908613,4.44114765570329,5.440913849835479,5.188448141039309,5.06100582103696,5.74184145040882,5.39030223390276,5.5555171009772,5.68145434812102,5.02013148945817,5.32409502262443,5.82209737827715,6.51329511164756,
Burkina Faso,BFA,0.045840433012509604,0.0482411278982439,0.0578595583975723,0.06747738211514161,0.0751133642647461,0.0939972703463021,0.0976547572215824,0.113122527877773,0.14755840372815598,0.174848098218517,0.19287203902886899,0.17758426799405602,0.17544503792077001,0.160027875643589,0.14598803526482998,0.15524934139898902,0.20363033812014197,0.236983543862393,0.261604064587263,0.261558854568629,0.310130178095067,0.31350456841005997,0.224026471154816,0.233201801055341,0.18952909648082897,0.23795180992266002,0.25865507470984395,0.244766940389018,0.280490272373145,0.299375318709677,0.262892005610098,0.281284551357125,0.320559228979773,0.42056912221139603,0.483855109970985,0.546270949845119,0.581631015771765,0.677127787096412,0.836963706540255,0.836917512625316,0.8979966766072321,1.07240634578326,1.11660634665623,1.19471763419966,1.23773914626377,1.04193037613524,1.08670241516053,1.23303383432865,1.4124775068568998,
Burundi,BDI,0.024273257142857097,0.0252842285714286,0.024680457142857097,0.030433983955214603,0.0345263492063492,0.0420986666666667,0.04484127536231879,0.0547535555555556,0.061022555555555594,0.0782496666666667,0.0919726666666667,0.0969046666666667,0.101322222222222,0.10829263044647698,0.09871439311669869,0.11499792857734699,0.12017254970657802,0.11314664940110099,0.108240321948787,0.111392413041149,0.11321012525181699,0.11673984783459,0.108303767060484,0.0938632612026359,0.0925030590153683,0.10004283938852801,0.0869033856317093,0.09728962679154249,0.0893770806077641,0.0808077223365746,0.0870486065883137,0.0876794723068586,0.0825394490159111,0.0784654423620476,0.09152573233961,0.111711304565222,0.127337502026862,0.135619936485882,0.16118359019063,0.17814550920711397,0.20321352465000397,0.22358208678274302,0.233330809946249,0.245162533274584,0.270578327207443,0.310439485811518,0.295964098729943,0.31722923793632896,0.303693181818182,
Cabo Verde,CPV,,,,,,,,,,,0.014224687553671598,0.013946811459974099,0.0140630758594899,0.0138476239366792,0.0132019065033419,0.0137728155212661,0.0190651207999511,0.0235253171841062,0.026430814028514903,0.0267448513108168,0.0306891107262039,0.0319827058592875,0.0357160985327413,0.0490417389682569,0.0406580652330537,0.0487148993533109,0.0501979069274683,0.0490608657924976,0.05219105605248679,0.059241670305887804,0.05392272776264111,0.0563024383296626,0.062097466023030304,0.0813963830179217,0.09243184907598,0.09719770881569141,0.110789106343863,0.151393398322398,0.17893337486799,0.171181718152969,0.166431076955229,0.18659155441244601,0.174180980896442,0.185047004243281,0.185989851326858,0.15968002871640502,0.166300868709505,0.176978721542141,0.197681427650792,
Cambodia,KHM,0.0718401157724163,0.0969911421394181,0.0505549441375077,0.0702899155982033,0.05884438936897731,,,,,,,,,,,,,,,,,,,0.25337275920416497,0.279143527226653,0.34412056929166,0.350669571957259,0.34434133886908996,0.312042550258253,0.35172424772285,0.36778977390762796,0.398400051702345,0.428402848253766,0.4658246918270921,0.533783324803924,0.6293046161832621,0.727459570667154,0.863923584218075,1.03519140931723,1.04018518506108,1.12422751989783,1.28295411410127,1.4054443213463899,1.52279913952201,1.67026108424025,1.80499542894229,2.0159271964962797,2.2180376505728403,2.45424740612426,
Cameroon,CMR,0.116000226094729,0.123399107511626,0.143095133185034,0.175872739518703,0.225549699549378,0.275277104388609,0.307659243127204,0.33663686645970603,0.44099206436422006,0.581144466065752,0.674075656891566,0.763634582734308,0.732291457015588,0.738185474691629,0.7801858825184159,0.8148223603583991,1.0621158532519301,1.23024714294318,1.24932867617341,1.11400553641502,1.11515780507356,1.24343700049586,1.13963109902197,1.54981793130425,1.06001576838412,0.9643953174773491,1.05133874416194,1.08334974575123,1.061284742935,1.11983787494719,1.00839377400624,1.03713277564548,1.15793430881613,1.4548845764532499,1.74309335172998,1.79440842014901,1.93560463278995,2.236526502566,2.64097812151844,2.60179255518426,2.61438185096421,2.93370068330825,2.91044373550395,3.23481499473727,3.49429487373967,3.09162185444404,3.26215354189031,3.49227823106416,3.8675205293046204,
Canada,CAN,8.78960952244234,9.92719614775203,11.3082820992019,13.1321859214079,16.040869764826198,17.383402978765197,20.657556440162303,21.161215693465,21.8632867449812,24.307210218541897,27.385382637701,30.621486362499,31.350652508713598,34.0547711781889,35.537255810362105,36.475649945075105,37.7437927311983,43.1316742081448,50.735435118225396,56.50557432432429,59.392955090846804,61.0328183643188,59.2387689252916,57.7170761956438,57.813927943761,60.4031623433401,62.8546387972131,65.2823920265781,63.181327940680795,67.60840008077,74.2295468318632,73.6379777892562,75.795067864653,89.2382413817715,102.319677171407,116.93579798646599,131.541519746121,146.497719020575,154.913120899719,137.115300498644,161.35428125893898,178.914066520284,182.396668652363,184.20184208531,180.148012307082,155.28999252337098,152.67055291353202,164.686722061747,171.334170487701,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23159726389055602,0.422779803192128,0.44665035401416,0.4586172566902679,0.42818130325213,0.41569356774271,0.418622380895236,0.429115900636025,0.44059546381855297,0.456301788071523,0.47083367334693393,0.48989086763470496,0.5141833913356529,,
Central African Republic,CAF,0.018910655452127702,0.0201450768367553,0.023031790803864305,0.0271183061359635,0.0281398668160613,0.03786600162659359,0.045115244998441106,0.050729812068315,0.0610578523761178,0.0700764892704831,0.0797048028773247,0.06948035027223559,0.0748312283726758,0.0658679394907969,0.0637820620670195,0.08648497650596651,0.11222650263827401,0.120099182595398,0.126489936820165,0.12339302770492198,0.14407113956706902,0.13773750305292098,0.141191755845855,0.12787811667218799,0.08511743506494089,0.11153897317911901,0.100779118620106,0.0937741468029676,0.09673383486583141,0.0999477510686632,0.0914500299097034,0.0931833302752857,0.09913878701246301,0.113975479916304,0.127008025065268,0.133736239215225,0.14605612154447,0.16975659486532302,0.198524098618508,0.20590940482601897,0.214050319316261,0.24347924125085502,0.251027026772918,0.169106347664157,0.189229291182509,0.16951438795704502,0.182377916527967,0.20672309964737698,0.221989470195124,
Chad,TCD,0.04692667366051769,0.050186673072256105,0.058542754572371195,0.0647199482828061,0.06525327960667031,0.0864602103303151,0.0866044961048205,0.0935360466351397,0.111392012261212,0.100431649511165,0.103300240182546,0.0876937559725038,0.0834369860427292,0.08324158059563269,0.0919103735322921,0.103306970999507,0.10678282472357699,0.11634268506501501,0.14825972988871802,0.14336863098364197,0.173860555805432,0.187713804164308,0.18818476768075199,0.146325105540068,0.11798379547219301,0.144591996989272,0.160734545004578,0.15446895028247198,0.1744794457276,0.15346735832487,0.13850581617674598,0.17093477933287302,0.198762227911463,0.27366665158294,0.44149292199964896,0.66466635612656,0.7422102655988321,0.86387114427705,1.03519326044154,0.9253484108497009,1.0657705536497801,1.21563804250825,1.2368071038736201,1.2949854262812701,1.39222232335184,1.0945989471628599,1.0090922857390499,0.997569209540855,1.1273115239425502,
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.594567737661477,0.626274065685164,0.6439703434710239,0.62329062904851,0.66636690647482,0.733224489795918,0.8553643354082751,0.882727272727273,0.9676172953081881,1.15146058423369,,,,,,,,,,,,
